Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/12/2021,Valero,LABREA VALERO LOS ANGELES CA,97.53,debit,Gas & Fuel,TOTAL CHECKING,,
11/12/2021,REMOTE ONLINE DEPOSIT # 1 1,REMOTE ONLINE DEPOSIT #,50,credit,Transfer,TOTAL CHECKING,,
11/11/2021,NEXT INS. - GL,NEXT INS. - GL,42.88,debit,Education,CREDITCARD Account,,
11/11/2021,NEXT INS. - IM,NEXT INS. - IM,37.25,debit,Shopping,CREDITCARD Account,,
11/11/2021,Twilio 39T3FN6U490,Twilio 39T3FN6U490,20,debit,Vacation,CREDITCARD Account,,
11/10/2021,Infinity Insurance,ORIG CO NAME:Infinity Insuran,197.93,debit,Auto Insurance,BUS COMPLETE CHK,,
11/10/2021,INSUFFICIENT FUNDS FEE FOR A $19 7.93 ITEM - DETAILS: ORIG CO NAME:Infinity Insuran ORIG ID:43109438,INSUFFICIENT FUNDS FEE FOR A $19,34,debit,Bank Fee,BUS COMPLETE CHK,,
11/10/2021,National General Insurance,NATIONAL GENERAL PAYMENT,136.48,debit,Auto Insurance,TOTAL CHECKING,,
11/10/2021,Zelle payment from KRISLYN JOY H ARDY 12990798563,Zelle payment from KRISLYN JOY H,95,credit,Transfer,TOTAL CHECKING,,
11/09/2021,Zelle payment from KRISLYN JOY H ARDY 12982242240,Zelle payment from KRISLYN JOY H,100,credit,Transfer,TOTAL CHECKING,,
11/09/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,40.4,credit,Income,TOTAL CHECKING,,
11/09/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,51.68,credit,Income,TOTAL CHECKING,,
11/09/2021,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR,Ext Credit Card Credit PAYMENT,25,credit,Credit Card Payment,Mastercard Secure,,
11/08/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,247.31,credit,Income,TOTAL CHECKING,,
11/08/2021,Zelle payment from AMANUEL YONAS 12977444566,Zelle payment from AMANUEL YONAS,100,credit,Transfer,TOTAL CHECKING,,
11/08/2021,Arco,ARCO #42289 COMMERCE CA,91.27,debit,Gas & Fuel,TOTAL CHECKING,,
11/08/2021,PLTPAYWEB 800-745-3727 OK 11/05,PLTPAYWEB 800-745-3727 OK,5.3,debit,Business Services,TOTAL CHECKING,,
11/08/2021,Zelle payment from Taryn Keyser USA0D2C2AC57,Zelle payment from Taryn Keyser,150,credit,Transfer,TOTAL CHECKING,,
11/06/2021,Lyft,Ext Credit Card Debit LYFT   1 R,15.08,debit,Rental Car & Taxi,Mastercard Secure,,
11/06/2021,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR,Ext Credit Card Credit PAYMENT,1000,credit,Credit Card Payment,Mastercard Secure,,
11/05/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,85,credit,Income,TOTAL CHECKING,,
11/05/2021,Credit Union,Online Payment 12749195403 To Fi,25,debit,Financial,TOTAL CHECKING,,
11/05/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,15,credit,Income,TOTAL CHECKING,,
11/05/2021,To CA PITAL ONE 11/05,Online Payment 12749195275 To CA,15,debit,Credit Card Payment,TOTAL CHECKING,,
11/05/2021,To CR EDIT ONE BANK 11/05,Online Payment 12749195313 To CR,25,debit,Credit Card Payment,TOTAL CHECKING,,
11/05/2021,To FI RST PROGRESS 11/05,Online Payment 12749091985 To FI,25,debit,Credit Card Payment,TOTAL CHECKING,,
11/05/2021,Ext Credit Card Credit AUTOZONE 5419 LOS ANGELES CA,Ext Credit Card Credit AUTOZONE,26.27,credit,Credit Card Payment,Mastercard Secure,,
11/05/2021,Ext Credit Card Credit AUTOZONE 5419 LOS ANGELES CA,Ext Credit Card Credit AUTOZONE,6.89,credit,Credit Card Payment,Mastercard Secure,,
11/05/2021,Ext Credit Card Debit SPECTRUM 8557077328 MO,Ext Credit Card Debit SPECTRUM,53.97,debit,Credit Card Payment,Mastercard Secure,,
11/05/2021,Linode,Ext Credit Card Debit LINODECOM,5.4,debit,Business Services,Mastercard Secure,,
11/04/2021,Cash,CASH APP*CITIZENS S 877-417-4551,600,debit,Business Services,TOTAL CHECKING,,
11/04/2021,To CA PITAL ONE 11/04,Online Payment 12945204003 To CA,500,debit,Credit Card Payment,TOTAL CHECKING,,
11/04/2021,"JON'S TOWING, INC CANOGA PARK CA 11/03","JON'S TOWING, INC CANOGA PARK CA",302.35,debit,Service & Parts,TOTAL CHECKING,,
11/04/2021,The Halal Guys 108,THE HALAL GUYS - 103 LOS ANGELES,12.03,debit,Restaurants,TOTAL CHECKING,,
11/04/2021,Credit Union,Online Payment 12945200299 To Fi,1000,debit,Auto Payment,TOTAL CHECKING,,
11/04/2021,Public Storage,Ext Credit Card Debit PUBLIC STO,242,debit,Home,Mastercard Secure,,
11/03/2021,Arco,ARCO #42186 LOS ANGELES CA,88.4,debit,Gas & Fuel,TOTAL CHECKING,,
11/03/2021,Coinbase Ppd Id,COINBASE INC.    8889087930,2141.14,credit,Income,TOTAL CHECKING,,
11/02/2021,Malin Asset Mana RESIDENT 229 120290 WEB ID: 2273639005,Malin Asset Mana RESIDENT    229,1631.56,debit,Mortgage & Rent,TOTAL CHECKING,,
11/02/2021,Autozone Weste Los,AUTOZONE  1905 S WESTE LOS ANGEL,32.85,credit,Income,TOTAL CHECKING,,
11/01/2021,To op ensky 11/01,Online Payment 12701778834 To op,25,debit,Credit Card Payment,TOTAL CHECKING,,
11/01/2021,Zelle payment from KORA HYDE WFC T0CRMJCKS,Zelle payment from KORA HYDE WFC,300,credit,Transfer,TOTAL CHECKING,,
11/01/2021,Zelle payment from ANGEL DOMINGU EZ BACkkmltnxvr,Zelle payment from ANGEL DOMINGU,20,credit,Transfer,TOTAL CHECKING,,
11/01/2021,ATM CHECK DEPOSIT 10/31 3738 CRE NSHAW BLVD LOS ANGELES CA,ATM CHECK DEPOSIT 10/31 3738 CRE,150,credit,Income,TOTAL CHECKING,,
11/01/2021,Zelle payment from NATALI GUADAL UPE ZARATE 12918255868,Zelle payment from NATALI GUADAL,20,credit,Transfer,TOTAL CHECKING,,
11/01/2021,ATM CHECK DEPOSIT 10/30 1301 W R EDONDO BEACH B GARDENA CA,ATM CHECK DEPOSIT 10/30 1301 W R,173.77,credit,Income,TOTAL CHECKING,,
10/31/2021,Credit Dividend,Credit Dividend,0.01,credit,Investments,Dividend Rewards Checking,,
10/29/2021,Domestic,DOMESTIC INCOMING WIRE FEE,15,debit,Restaurants,TOTAL CHECKING,,
10/29/2021,JAMES SERVICE CENTER LOS ANGELES CA 10/27,JAMES SERVICE CENTER LOS ANGELES,8.44,debit,Gas & Fuel,TOTAL CHECKING,,
10/29/2021,SAMMYS LIQUOR LOS ANGELES CA 10/29,SAMMYS LIQUOR LOS ANGELES CA,6.9,debit,Alcohol & Bars,TOTAL CHECKING,,
10/29/2021,Fedwire Via Mvb,"FEDWIRE CREDIT VIA: MVB BANK, IN",190.1,credit,Income,TOTAL CHECKING,,
10/29/2021,To CA LIFORNIA STATE DISBURSEMENT 10/29,Online Payment 12679993599 To CA,51,debit,Child Support,TOTAL CHECKING,,
10/29/2021,Online Transfer to CHK ...0923 t ransaction#: 12895708004 10/29,Online Transfer to CHK ...0923 t,225.15,debit,Transfer,TOTAL CHECKING,,
10/29/2021,REAL TIME TRANSFER RECD FROM ABA /021000021 FROM: VENMO REF: 21102910537164936 INFO: IID: 2021102902,REAL TIME TRANSFER RECD FROM ABA,362.48,credit,Transfer,TOTAL CHECKING,,
10/29/2021,City of La,Ext Credit Card Debit CITY OF LA,75,debit,Parking,Mastercard Secure,,
10/29/2021,City of La,Ext Credit Card Debit CITY OF LA,75,debit,Parking,Mastercard Platinum,,
10/28/2021,ATM WITHDRAWAL 009062 10/283738 CREN,ATM WITHDRAWAL,80,debit,Cash & ATM,TOTAL CHECKING,,
10/27/2021,Venmo Cashout Ppd,VENMO            CASHOUT,500,credit,Income,TOTAL CHECKING,,
10/27/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,83.92,credit,Income,TOTAL CHECKING,,
10/27/2021,PAYPAL TRANSFER PPD ID: PAYPALSD11,PAYPAL           TRANSFER,3.88,credit,Transfer,TOTAL CHECKING,,
10/26/2021,PAYPAL TRANSFER PPD ID: PAYPALSD11,PAYPAL           TRANSFER,73.84,credit,Transfer,TOTAL CHECKING,,
10/26/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,123.13,credit,Income,TOTAL CHECKING,,
10/26/2021,Cash Appcash Out,Credit 1 Cash AppCash Out      S,14.75,credit,Income,Dividend Rewards Checking,,
10/25/2021,Ext Credit Card Debit CASH APPCUTTHECHEC 4153753176 CA,Ext Credit Card Debit CASH APPCU,206,debit,Credit Card Payment,Mastercard Secure,,
10/25/2021,Ext Credit Card Debit USZOOM I POSTAL1 USZOO 8455795770 NY,Ext Credit Card Debit USZOOM I P,9.99,debit,Credit Card Payment,Mastercard Secure,,
10/25/2021,US Department of Education,Online Payment 12654919197 To US,20,debit,Student Loan,TOTAL CHECKING,,
10/25/2021,Truebill Truebill P ST-Z 7V9W3R4B1E1 CCD ID: 1800948598,Truebill         Truebill P ST-Z,3,debit,Cash & ATM,TOTAL CHECKING,,
10/25/2021,Zelle payment from KNTSA CO LLC 12873499533,Zelle payment from KNTSA CO LLC,150,credit,Transfer,TOTAL CHECKING,,
10/25/2021,Valero,LABREA VALERO LOS ANGELES CA,51.09,debit,Gas & Fuel,TOTAL CHECKING,,
10/25/2021,SAMMYS LIQUOR LOS ANGELES CA 10/23,SAMMYS LIQUOR LOS ANGELES CA,3.8,debit,Alcohol & Bars,TOTAL CHECKING,,
10/25/2021,Exxon,EXXONMOBIL    97649602 VAN NUYS,9.79,debit,Gas & Fuel,TOTAL CHECKING,,
10/22/2021,FPB CR CARD INTERNET INTERNET,ACH Debit FPB CR CARD INTERNET,11.4,debit,Credit Card Payment,Dividend Rewards Checking,,
10/22/2021,Spotify,Ext Credit Card Debit SPOTIFY,9.99,debit,Music,Mastercard Secure,,
10/21/2021,To CA PITAL ONE CREDIT CARD 10/21,Online Payment 12845198066 To CA,102.76,debit,Credit Card Payment,TOTAL CHECKING,,
10/21/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,100.46,credit,Income,TOTAL CHECKING,,
10/21/2021,To CA PITAL ONE 10/21,Online Payment 12845096792 To CA,505.05,debit,Credit Card Payment,TOTAL CHECKING,,
10/20/2021,Arco,ARCO #42186 LOS ANGELES CA,32.19,debit,Gas & Fuel,TOTAL CHECKING,,
10/19/2021,Ext Credit Card Debit Interest Charge on Purcha,Ext Credit Card Debit Interest C,13.1,debit,Finance Charge,Mastercard Secure,,
10/19/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,95,credit,Income,TOTAL CHECKING,,
10/19/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,70,credit,Income,TOTAL CHECKING,,
10/18/2021,AutoZone,Ext Credit Card Debit AUTOZONE 5,44.87,debit,Service & Parts,Mastercard Secure,,
10/18/2021,24 Hour Fitness,Ext Credit Card Debit 24 HOUR FI,43.06,debit,Gym,Mastercard Secure,,
10/18/2021,Amazon,Ext Credit Card Debit AMAZONCOM2,11.99,debit,Shopping,Mastercard Secure,,
10/18/2021,Mel's Fish Shack,MEL'S FISH SHACK LOS ANGELES CA,11.21,debit,Restaurants,TOTAL CHECKING,,
10/18/2021,Ralphs,RALPHS #0 2600 S. VERM LOS ANGEL,158.15,debit,Groceries,TOTAL CHECKING,,
10/18/2021,CAPITAL ONE MOBILE payment 3GSP 0GWFSYMLZNR WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 3GSP,31,debit,Credit Card Payment,TOTAL CHECKING,,
10/18/2021,Internal Revenue Service,IRS              USATAXPYMT,300,debit,Federal Tax,TOTAL CHECKING,,
10/16/2021,Ext Credit Card Credit AUTOZONE 5419 LOS ANGELES CA,Ext Credit Card Credit AUTOZONE,272.34,credit,Credit Card Payment,Mastercard Secure,,
10/16/2021,Ext Credit Card Credit AUTOZONE 5419 LOS ANGELES CA,Ext Credit Card Credit AUTOZONE,47.07,credit,Credit Card Payment,Mastercard Secure,,
10/15/2021,Zelle payment to Direct caps 128 09747389,Zelle payment to Direct caps 128,30,debit,Transfer,TOTAL CHECKING,,
10/15/2021,Venmo Cashout Ppd,VENMO            CASHOUT,500,credit,Income,TOTAL CHECKING,,
10/15/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,65,credit,Income,TOTAL CHECKING,,
10/15/2021,USPS,USPS PO 05455100 4040 LOS ANGELE,20.2,debit,Shipping,TOTAL CHECKING,,
10/15/2021,Primerica,PRIMERICA LIFE   INS. PREM,97.63,debit,Life Insurance,TOTAL CHECKING,,
10/15/2021,Chevron,CHEVRON 0094125 LOS ANGELES CA,10.65,debit,Gas & Fuel,TOTAL CHECKING,,
10/15/2021,EBAY EDI PYMNTS TX79 48793300XT CCD ID: 3263863381,EBAY             EDI PYMNTS TX79,14.7,credit,Income,TOTAL CHECKING,,
10/14/2021,BLOCKCHAINCOM PAYMENTS,ACH Debit BLOCKCHAINCOM   PAYMEN,500,debit,Mortgage & Rent,Dividend Rewards Checking,,
10/14/2021,BLOCKCHAINCOM PAYMENTS,ACH Debit BLOCKCHAINCOM   PAYMEN,2000,debit,Mortgage & Rent,Dividend Rewards Checking,,
10/14/2021,Amazon,Ext Credit Card Debit AMAZONCOM2,164.24,debit,Shopping,Mastercard Secure,,
10/14/2021,Ext Credit Card Credit AAA UNDERCAR PARTS LOS ANGELES CA,Ext Credit Card Credit AAA UNDER,152.21,credit,Credit Card Payment,Mastercard Secure,,
10/14/2021,Amazon,Ext Credit Card Debit AMAZON PRI,14.22,debit,Shopping,Mastercard Secure,,
10/14/2021,Shell,SHELL OIL 1278636300 SANTA CLARI,1.04,debit,Gas & Fuel,TOTAL CHECKING,,
10/14/2021,RODEO EXPRESS MEXICAN LOS ANGELE S CA 10/13,RODEO EXPRESS MEXICAN LOS ANGELE,15.52,debit,Restaurants,TOTAL CHECKING,,
10/14/2021,National General Insurance,NATIONAL GENERAL PAYMENT,136.48,debit,Auto Insurance,TOTAL CHECKING,,
10/13/2021,Deposit ROBINHOOD CREDITS,ACH Deposit ROBINHOOD   CREDITS,2707.3,credit,Investments,Dividend Rewards Checking,,
10/13/2021,Jasper JSPayment 1500 927 WEB ID: 1475203075,Jasper           JSPayment  1500,4.96,debit,Misc Expenses,TOTAL CHECKING,,
10/13/2021,IN KU LEE LOS ANGELES CA 10/13,IN KU LEE LOS ANGELES CA,54.34,debit,Gas & Fuel,TOTAL CHECKING,,
10/13/2021,AutoZone,AUTOZONE  5419 1905 S LOS ANGELE,32.85,debit,Service & Parts,TOTAL CHECKING,,
10/13/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,64.74,credit,Income,TOTAL CHECKING,,
10/12/2021,Exxon,Ext Credit Card Debit EXXONMOBIL,20.51,debit,Gas & Fuel,Mastercard Secure,,
10/12/2021,eBay,PAYPAL           INST XFER  EBAY,3.88,debit,Shopping,TOTAL CHECKING,,
10/12/2021,AutoZone,AUTOZONE  5419 1905 S LOS ANGELE,15.56,debit,Service & Parts,TOTAL CHECKING,,
10/12/2021,HABIT EL SEGUNDO #23 EL SEGUNDO CA 10/09,HABIT EL SEGUNDO #23 EL SEGUNDO,10.61,debit,Fast Food,TOTAL CHECKING,,
10/11/2021,Ext Credit Card Debit YOSHINOYA LOS ANGELES CA,Ext Credit Card Debit YOSHINOYA,9.3,debit,Credit Card Payment,Mastercard Secure,,
10/11/2021,Amazon,Ext Credit Card Debit AMZN MKTP,63.51,debit,Shopping,Mastercard Secure,,
10/09/2021,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR,Ext Credit Card Credit PAYMENT,25,credit,Credit Card Payment,Mastercard Secure,,
10/09/2021,PayPal,Ext Credit Card Debit PAYPAL ROC,58.48,debit,Shopping,Mastercard Secure,,
10/08/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,52.81,credit,Income,TOTAL CHECKING,,
10/07/2021,To CA PITAL ONE 10/07,Online Payment 12541524385 To CA,15,debit,Credit Card Payment,TOTAL CHECKING,,
10/07/2021,To CR EDIT ONE BANK 10/07,Online Payment 12541524355 To CR,25,debit,Credit Card Payment,TOTAL CHECKING,,
10/07/2021,To FI RST PROGRESS 10/07,Online Payment 12541504745 To FI,25,debit,Credit Card Payment,TOTAL CHECKING,,
10/07/2021,Credit Union,Online Payment 12541524371 To Fi,25,debit,Auto Payment,TOTAL CHECKING,,
10/07/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,42,credit,Income,TOTAL CHECKING,,
10/07/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,41.91,credit,Income,TOTAL CHECKING,,
10/07/2021,Ext Credit Card Credit AMZN MKTP US AMZNCOMBILLWA,Ext Credit Card Credit AMZN MKTP,314.27,credit,Credit Card Payment,Mastercard Secure,,
10/06/2021,EBAY EDI PYMNTS TX76 31750000XT CCD ID: 3263863381,EBAY             EDI PYMNTS TX76,10.1,credit,Income,TOTAL CHECKING,,
10/06/2021,Deposit Square Inc T1337216 Cash App T200409915155,ACH Deposit Square Inc T1337216,2,credit,Income,Dividend Rewards Checking,,
10/05/2021,CAPITAL ONE MOBILE payment 3GQD 8CYA3JD6LZB WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 3GQD,15,debit,Credit Card Payment,TOTAL CHECKING,,
10/05/2021,Public Storage,Ext Credit Card Debit PUBLIC STO,242,debit,Home,Mastercard Secure,,
10/05/2021,Panda Express,Ext Credit Card Debit PANDA EXPR,11.47,debit,Fast Food,Mastercard Secure,,
10/05/2021,Linode,Ext Credit Card Debit LINODE,15.24,debit,Business Services,Mastercard Secure,,
10/04/2021,Exxon,EXXONMOBIL    97641013 LOS ANGEL,24,debit,Gas & Fuel,TOTAL CHECKING,,
10/04/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,110,credit,Income,TOTAL CHECKING,,
10/04/2021,eBay,PAYPAL           INST XFER  EBAY,4.15,debit,Shopping,TOTAL CHECKING,,
10/02/2021,Ext Credit Card Debit CASH APPCUTTHECHEC 4153753176 CA,Ext Credit Card Debit CASH APPCU,123.6,debit,Credit Card Payment,Mastercard Secure,,
10/02/2021,AutoZone,Ext Credit Card Debit AUTOZONE 5,124.8,debit,Service & Parts,Mastercard Secure,,
10/01/2021,UNITED OIL 150 LOS ANGELES CA 818862 10/01,UNITED OIL 150 LOS ANGELES CA,3.26,debit,Gas & Fuel,TOTAL CHECKING,,
10/01/2021,To op ensky 10/01,Online Payment 12489085317 To op,25,debit,Credit Card Payment,TOTAL CHECKING,,
10/01/2021,Ext Credit Card Debit USZOOM I POSTAL1 USZOO 8455795770 NY,Ext Credit Card Debit USZOOM I P,1,debit,Credit Card Payment,Mastercard Secure,,
10/01/2021,Amazon,Ext Credit Card Debit AMZN MKTP,7.65,debit,Shopping,Mastercard Secure,,
10/01/2021,Craigslist.org,Ext Credit Card Debit CRAIGSLIST,5,debit,Advertising,Mastercard Secure,,
9/30/2021,Arco,ARCO #42186 LOS ANGELES CA,22.72,debit,Gas & Fuel,TOTAL CHECKING,,
9/30/2021,AutoZone,Ext Credit Card Debit AUTOZONE 5,272.34,debit,Service & Parts,Mastercard Secure,,
9/30/2021,AAA,Ext Credit Card Debit AAA UNDERC,36.79,debit,Service & Parts,Mastercard Secure,,
9/30/2021,AAA,Ext Credit Card Debit AAA UNDERC,152.21,debit,Service & Parts,Mastercard Secure,,
9/30/2021,Shell,Ext Credit Card Debit SHELL OIL,12.14,debit,Gas & Fuel,Mastercard Secure,,
9/29/2021,ATM Fee,NON-CHASE ATM WITHDRAW,2.5,debit,ATM Fee,TOTAL CHECKING,,
9/29/2021,NON-CHASE ATM WITHDRAW 012723 09/293110 E WI,NON-CHASE ATM WITHDRAW,40,debit,Cash & ATM,TOTAL CHECKING,,
9/29/2021,Craigslist.org,CRAIGSLIST.ORG 415-399-5200 CA,5,debit,Advertising,TOTAL CHECKING,,
9/29/2021,Exxon,EXXONMOBIL    97641013 LOS ANGEL,33.71,debit,Gas & Fuel,TOTAL CHECKING,,
9/29/2021,CAPITAL ONE CRCARDPMT 3GP4 2RPUP3KCMW6 WEB ID: 9541719018,CAPITAL ONE      CRCARDPMT  3GP4,25,debit,Credit Card Payment,TOTAL CHECKING,,
9/29/2021,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
9/29/2021,Chevron,Ext Credit Card Debit CHEVRON 00,21.99,debit,Gas & Fuel,Mastercard Secure,,
9/29/2021,Craigslist.org,Ext Credit Card Debit CRAIGSLIST,5,debit,Advertising,Mastercard Secure,,
9/29/2021,Ext Credit Card Debit KWIK SERVINGLEWOOD INGLEWOOD CA,Ext Credit Card Debit KWIK SERVI,13.32,debit,Credit Card Payment,Mastercard Secure,,
9/29/2021,Ext Credit Card Debit LA CITY PARKING METER LOS ANGELES CA,Ext Credit Card Debit LA CITY PA,1,debit,Credit Card Payment,Mastercard Secure,,
9/28/2021,ATM CHECK DEPOSIT 09/28 3738 CRE NSHAW BLVD LOS ANGELES CA,ATM CHECK DEPOSIT 09/28 3738 CRE,159.78,credit,Income,TOTAL CHECKING,,
9/28/2021,To CA LIFORNIA STATE DISBURSEMENT 09/28,Online Payment 12463745784 To CA,51,debit,Child Support,TOTAL CHECKING,,
9/28/2021,Ext Credit Card Debit USACSC TEP CO SANTA MONICA CA,Ext Credit Card Debit USACSC TEP,2,debit,Credit Card Payment,Mastercard Secure,,
9/27/2021,ATM Fee,NON-CHASE ATM WITHDRAW,2.95,debit,ATM Fee,TOTAL CHECKING,,
9/27/2021,NON-CHASE ATM WITHDRAW 501217 09/271355 MART,NON-CHASE ATM WITHDRAW,200,debit,Cash & ATM,TOTAL CHECKING,,
9/27/2021,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
9/27/2021,"Sinnar, LLC",SINNAR LLC LOS ANGELES CA,4.75,debit,Restaurants,TOTAL CHECKING,,
9/27/2021,Arco,ARCO #42626 AMPM SANTA MONICA CA,14.67,debit,Gas & Fuel,TOTAL CHECKING,,
9/27/2021,Smart & Final,SMART AND FINAL LOS ANGELES CA,73.68,debit,Groceries,TOTAL CHECKING,,
9/27/2021,Smart & Final,SMART AND FINAL LOS ANGELES CA,54.99,debit,Groceries,TOTAL CHECKING,,
9/27/2021,Arco,ARCO #42273 LOS ANGELES CA,15.25,debit,Gas & Fuel,TOTAL CHECKING,,
9/27/2021,To FI RST PREMIER BANK 09/27,Online Payment 12668374417 To FI,10.4,debit,Credit Card Payment,TOTAL CHECKING,,
9/27/2021,To CR EDIT ONE BANK 09/27,Online Payment 12668370427 To CR,8.66,debit,Credit Card Payment,TOTAL CHECKING,,
9/27/2021,Venmo Cashout Ppd,VENMO            CASHOUT,65,credit,Income,TOTAL CHECKING,,
9/27/2021,Cash,POS Transaction CASH APPCUTTHECH,100,debit,Business Services,Dividend Rewards Checking,,
9/27/2021,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR,Ext Credit Card Credit PAYMENT,12,credit,Credit Card Payment,Mastercard Platinum,,
9/27/2021,Ext Credit Card Debit CITY OF LA DWP 8003425397 CA,Ext Credit Card Debit CITY OF LA,72.25,debit,Credit Card Payment,Mastercard Secure,,
9/26/2021,Withdrawal Thorne payment from 9334319176 CK,Withdrawal Thorne Pmt from 93343,12,debit,Credit Card Payment,Dividend Rewards Checking,,
9/25/2021,DMV,Ext Credit Card Debit FD CA DMV,1240,debit,Auto & Transport,Mastercard Secure,,
9/25/2021,AutoZone,Ext Credit Card Debit AUTOZONE 5,15.97,debit,Service & Parts,Mastercard Secure,,
9/25/2021,DMV,Ext Credit Card Debit FD CA DMV,7.36,debit,Auto & Transport,Mastercard Secure,,
9/25/2021,DMV,Ext Credit Card Debit FD CA DMV,28.52,debit,Auto & Transport,Mastercard Secure,,
9/25/2021,DMV,Ext Credit Card Debit FD CA DMV,320,debit,Auto & Transport,Mastercard Secure,,
9/25/2021,Amazon,Ext Credit Card Debit AMZN MKTP,7.11,debit,Shopping,Mastercard Secure,,
9/24/2021,US Department of Education,Online Payment 12450771314 To US,20,debit,Student Loan,TOTAL CHECKING,,
9/24/2021,Ext Credit Card Debit WESTERN CAR WASH LOS ANGELES CA,Ext Credit Card Debit WESTERN CA,12,debit,Credit Card Payment,Mastercard Platinum,,
9/24/2021,Ext Credit Card Debit USZOOM I POSTAL1 USZOO 8455795770 NY,Ext Credit Card Debit USZOOM I P,9.99,debit,Credit Card Payment,Mastercard Secure,,
9/23/2021,ATM Fee,NON-CHASE ATM WITHDRAW,2,debit,ATM Fee,TOTAL CHECKING,,
9/23/2021,NON-CHASE ATM WITHDRAW 380425 09/232115 JEFF,NON-CHASE ATM WITHDRAW,40,debit,Cash & ATM,TOTAL CHECKING,,
9/23/2021,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
9/23/2021,AutoZone,AUTOZONE  5430 2907 S LOS ANGELE,8.76,debit,Service & Parts,TOTAL CHECKING,,
9/23/2021,Chevron,CHEVRON 0094125 LOS ANGELES CA,15.09,debit,Gas & Fuel,TOTAL CHECKING,,
9/22/2021,Spotify,Ext Credit Card Debit SPOTIFY,9.99,debit,Music,Mastercard Secure,,
9/21/2021,NON-CHASE ATM WITHDRAW 827125 09/214793 VALL,NON-CHASE ATM WITHDRAW,202.99,debit,Cash & ATM,TOTAL CHECKING,,
9/21/2021,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
9/21/2021,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
9/21/2021,NON-CHASE ATM WITHDRAW 826819 09/214793 VALL,NON-CHASE ATM WITHDRAW,202.99,debit,Cash & ATM,TOTAL CHECKING,,
9/21/2021,Deposit Square Inc T1320971 Cash App T200405256131,ACH Deposit Square Inc T1320971,122,credit,Income,Dividend Rewards Checking,,
9/21/2021,Amazon,Ext Credit Card Debit AMZN MKTP,6.88,debit,Shopping,Mastercard Secure,,
9/20/2021,Curri Direct Ca,Curri Inc. VISA DIRECT CA,50,credit,Income,TOTAL CHECKING,,
9/20/2021,Online Transfer 12629076137 to F irst Tech Savings ######9168 transaction #: 12629076137 09/20,Online Transfer 12629076137 to F,100,debit,Transfer,TOTAL CHECKING,,
